Período,emprego_industria_fiergs,horas_trabalhadas_fiergs,uso_cap_ins_fiergs,faturamentoreal_industria_fiergs,compras_industriais_fiergs,indicador_industrial_fiergs,agri_pecu_imp,producao_florestal_imp,pesca_aquicultura_imp,carvao_imp,petroleo_gas_imp,minerais_metal_imp,minerais_n_metalicos_imp,alimentos_imp,bebidas_imp,tabaco_imp,texteis_imp,vestuario_imp,couro_calc_imp,madeira_imp,celulose_imp,impressao_gravacao_imp,coque_petroleo_bio_imp,quimic_imp,farmaquim_imp,borracha_plast_imp,min_n_met_imp,metalurgia_imp,produtos_metal_imp,informatica_imp,maq_eq_ele_imp,maq_eq_imp,veiculos_imp,outros_transporte_imp,moveis_imp,prod_diversos_imp,eletricidade_gas_imp,coleta_residuos_imp,edicao_impressao_imp,cinemato_imp,arqui_eng_imp,ativ_pro_cienti_imp,artistic_imp,outros_imp,total_extrativa_imp,total_ind_transform_imp,total_ind_imp,total_imp,agri_pecu_exp,producao_florestal_exp,pesca_aquicultura_exp,carvao_exp,petroleo_gas_exp,minerais_metal_exp,minerais_n_metalicos_exp,alimentos_exp,bebidas_exp,tabaco_exp,texteis_exp,vestuario_exp,couro_calc_exp,madeira_exp,celulose_exp,impressao_gravacao_exp,coque_petroleo_bio_exp,quimic_exp,farmaquim_exp,borracha_plast_exp,min_n_met_exp,metalurgia_Exp,produtos_metal_exp,informatica_exp,maq_eq_ele_exp,maq_eq_exp,veiculos_exp,outros_transporte_exp,moveis_exp,prod_diversos_exp,eletricidade_gas_exp,coleta_residuos_exp,cinemato_exp,arqui_eng_exp,ativ_pro_cienti_exp,trans_espec_exp,artistic_exp,outros_exp,total_extrativa_exp,total_ind_transform_exp,total_ind_exp,total_exp,volume_varejo_rs,populacao_rs,desemprego_rs,ocupado_emprego,ocupado_rendimento_medio,ass_emprego,ass_rendimento_real,RESIDENCIAL_AES,COMERCIAL_AES,INDUSTRIAL_AES,RURAL_AES,SERVIÇOS_PUBLICOS_AES,OUTROS_AES,TOTAL_AES,RESIDENCIAL_CEEE,COMERCIAL_CEEE,INDUSTRIAL_CEEE,RURAL_CEEE,SERVIÇOS_PUBLICOS_CEEE,OUTROS_CEEE,TOTAL_CEEE,RESIDENCIAL_RGE,COMERCIAL_RGE,INDUSTRIAL_RGE,RURAL_RGE,SERVIÇOS_PUBLICOS_RGE,OUTROS_RGE,TOTAL_RGE,INPC 0 IBGE,INCC 0 FGV,IGP0M 0 FGV,IGP0DI 0 FGV,IPCA 0 IBGE,PRODUÇÃO ANIMAL E EXTRAÇÃO VEGETAL,INDÚSTRIA EXTRATIVA MINERAL,INDÚSTRIA DE TRANSFORMAÇÃO,INDÚSTRIA DE BENEFICIAMENTO,INDÚSTRIA DE MONTAGEM,INDÚSTRIA DE ACONDICIONAMENTO E RECONDICIONAMENTO,COMÉRCIO ATACADISTA,COMÉRCIO VAREJISTA,SERVIÇOS E OUTROS,TOTAL,Amendoim em Casca,Arroz em Casca,Aveia,Feijão,Milho,Soja,Sorgo Granífero,Trigo,Alho,Cebola,Aipim,Batata,Tomate Sal. (Gaúcho),Tomate Sta. Cruz,Feno de Alfafa,Fumo Folha (Virgin),Erva0Mate (Folh Ver),Vaca para Abate,Touro de 3 anos,Novilho rec 4/+ anos,Novilho rec 3 anos,Novilho rec 2 anos,Novilho rec 1 ano,Vaca Solteira,Vaca com cria ao pé,Vaca de Invernar,Vaquilhona de 3 anos,Vaquilhona de 2 anos,Vaquilhona de 1 ano,Terneiro (a),Carneiro SO,Cordeiro para Abate,Ovelha para Abate,Ovelha de Cria,Lã Cruza 1 especial,Vaca Leiteira Comum,Vaca Hol PPC 1a cria,Nov Hol PPC (prenha),Vaca Velha,Leite (Vl Liq Rec),Cavalo de Serviço,Junta de bois mansos,Suíno tipo Carne,Suíno tipo Misto,Ovos de Colônia,Ovos de Granja,Mel de Abelha,Peixe Carpa (vivo),Peixe Carpa (evisce)
4/2004,104.830400000,109.330100000,84.892800000,112.910800000,130.445400000,112.433944660,90.550000000,0.920000000,1.010000000,0.000000000,365.360000000,0.000000000,2.670000000,41.950000000,8.590000000,2.020000000,25.880000000,4.240000000,67.370000000,15.390000000,46.850000000,3.550000000,429.400000000,299.620000000,33.240000000,81.070000000,9.700000000,40.290000000,30.290000000,103.140000000,21.680000000,217.910000000,112.340000000,2.130000000,0.900000000,5.200000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,368.040000000,1602.760000000,1970.790000000,2063.280000000,821.990000000,1.450000000,2.490000000,0.000000000,0.000000000,0.000000000,12.070000000,754.110000000,2.520000000,584.470000000,35.740000000,11.260000000,881.020000000,47.410000000,42.400000000,1.920000000,2.380000000,415.890000000,0.620000000,70.370000000,47.570000000,16.980000000,126.180000000,29.760000000,86.860000000,524.520000000,276.010000000,0.860000000,148.510000000,41.570000000,0.000000000,0.290000000,0.000000000,0.000000000,0.000000000,15.890000000,0.000000000,0.000000000,12.070000000,4148.930000000,4161.290000000,5003.110000000,61.600000000,103.000000000,17.700000000,102.400000000,88.500000000,107.100000000,92.500000000,151912.000000000,78938.000000000,297157.000000000,82814.000000000,48188.000000000,5216.000000000,664225.000000000,186881.000000000,144068.000000000,154125.000000000,35647.000000000,55464.000000000,978.000000000,577163.000000000,124678.000000000,70657.000000000,236936.000000000,79758.000000000,45376.000000000,26710.000000000,584115.000000000,2369.430000000,284.130000000,306.150000000,303.180000000,2279.150000000,17058632.000000000,2374942.000000000,331958656.000000000,16278786.000000000,3615197.000000000,436672.000000000,159708307.000000000,50996232.000000000,84009499.000000000,666436924.000000000,53.330000000,32.580000000,32.400000000,65.240000000,20.620000000,49.850000000,13.930000000,23.990000000,6.530000000,2.120000000,642.920000000,24.400000000,19.190000000,15.490000000,14.500000000,71.490000000,3.080000000,1.370000000,2277.780000000,520.000000000,449.000000000,393.530000000,309.230000000,378.460000000,542.000000000,383.130000000,374.710000000,332.350000000,267.500000000,243.460000000,506.250000000,2.880000000,2.250000000,145.000000000,142.500000000,700.000000000,1345.830000000,1300.000000000,570.000000000,0.400000000,545.450000000,2226.470000000,2.000000000,1.740000000,1.880000000,1.990000000,6.980000000,2.860000000,3.420000000
5/2004,105.604600000,112.372000000,84.689500000,119.313300000,129.991300000,114.385655734,138.070000000,0.410000000,0.840000000,0.000000000,474.970000000,0.000000000,24.210000000,60.250000000,10.020000000,8.200000000,27.160000000,2.680000000,78.110000000,17.470000000,48.110000000,1.850000000,252.840000000,380.210000000,24.430000000,88.160000000,11.000000000,44.950000000,29.190000000,89.450000000,22.510000000,161.920000000,136.730000000,2.510000000,0.700000000,6.320000000,0.000000000,0.210000000,0.030000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,499.180000000,1504.770000000,2004.150000000,2143.490000000,754.400000000,1.480000000,0.810000000,0.000000000,0.000000000,0.000000000,18.480000000,1170.840000000,2.500000000,995.130000000,38.320000000,11.700000000,970.220000000,70.830000000,49.320000000,2.060000000,43.600000000,434.300000000,1.720000000,78.120000000,42.410000000,19.730000000,149.460000000,29.880000000,93.410000000,435.530000000,321.370000000,0.730000000,152.280000000,45.130000000,0.000000000,0.010000000,0.000000000,0.000000000,0.000000000,76.450000000,0.000000000,0.000000000,18.480000000,5158.590000000,5177.070000000,6010.220000000,64.600000000,103.800000000,17.200000000,103.900000000,88.700000000,109.700000000,92.600000000,140142.000000000,70679.000000000,284586.000000000,58602.000000000,46275.000000000,4400.000000000,604684.000000000,179003.000000000,124137.000000000,134950.000000000,26233.000000000,50871.000000000,816.000000000,516010.000000000,120152.000000000,68310.000000000,243314.000000000,73886.000000000,45312.000000000,24012.000000000,574986.000000000,2378.910000000,289.320000000,310.150000000,307.620000000,2290.770000000,11678816.000000000,3327044.000000000,349525905.000000000,29829757.000000000,3718406.000000000,532251.000000000,180219568.000000000,70103293.000000000,96860420.000000000,745795459.000000000,53.330000000,33.770000000,26.680000000,69.260000000,22.250000000,48.830000000,16.050000000,26.070000000,6.110000000,0.660000000,601.360000000,29.860000000,24.170000000,19.930000000,16.330000000,68.210000000,2.920000000,1.430000000,2180.000000000,540.830000000,450.940000000,406.000000000,316.000000000,389.380000000,534.740000000,390.630000000,390.670000000,337.220000000,280.630000000,240.310000000,522.220000000,2.900000000,2.410000000,153.000000000,134.560000000,708.330000000,1359.170000000,1272.000000000,550.000000000,0.400000000,618.180000000,2319.440000000,1.950000000,1.750000000,1.930000000,1.900000000,6.610000000,2.740000000,3.250000000
6/2004,105.914800000,114.793900000,85.490300000,123.816000000,133.763500000,116.869180361,80.970000000,0.390000000,1.890000000,0.000000000,76.030000000,0.000000000,5.260000000,55.340000000,17.350000000,2.930000000,29.070000000,1.190000000,75.480000000,16.560000000,43.020000000,2.370000000,354.110000000,585.560000000,3.130000000,96.610000000,9.530000000,66.900000000,44.680000000,148.290000000,26.070000000,174.390000000,174.330000000,7.820000000,1.030000000,9.110000000,0.000000000,0.400000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,81.300000000,1944.870000000,2026.570000000,2109.820000000,745.440000000,2.440000000,1.380000000,0.000000000,0.000000000,0.000000000,20.940000000,1184.360000000,2.310000000,1043.910000000,45.200000000,13.860000000,984.430000000,103.500000000,169.840000000,1.300000000,26.700000000,524.540000000,0.900000000,80.090000000,47.680000000,23.750000000,156.300000000,42.390000000,96.080000000,463.470000000,323.050000000,1.430000000,179.300000000,54.580000000,0.000000000,0.010000000,0.000000000,0.000000000,0.000000000,111.400000000,0.000000000,0.000000000,20.940000000,5568.970000000,5589.920000000,6450.580000000,60.500000000,103.600000000,16.800000000,104.200000000,89.500000000,109.200000000,93.100000000,133930.000000000,65336.000000000,280442.000000000,48914.000000000,45429.000000000,4041.000000000,578092.000000000,169508.000000000,111913.000000000,127842.000000000,20840.000000000,49881.000000000,725.000000000,480709.000000000,115548.000000000,64614.000000000,245050.000000000,66225.000000000,45298.000000000,23311.000000000,560046.000000000,2390.800000000,291.350000000,314.420000000,311.580000000,2307.030000000,9199986.000000000,2354911.000000000,320235986.000000000,25490180.000000000,3526983.000000000,631449.000000000,179006935.000000000,87425335.000000000,86650879.000000000,714522644.000000000,53.330000000,31.460000000,27.130000000,71.330000000,21.390000000,42.210000000,17.170000000,27.790000000,5.260000000,0.550000000,473.570000000,25.000000000,28.500000000,25.000000000,16.330000000,67.480000000,3.070000000,1.510000000,2220.000000000,550.710000000,469.090000000,408.460000000,329.170000000,398.330000000,546.500000000,404.170000000,385.000000000,345.000000000,296.670000000,245.830000000,522.000000000,2.490000000,2.150000000,120.000000000,97.500000000,722.860000000,1370.000000000,1284.000000000,642.000000000,0.460000000,560.000000000,2251.670000000,2.140000000,1.930000000,1.910000000,1.830000000,6.880000000,2.770000000,3.280000000
7/2004,106.530300000,118.417400000,84.832500000,129.321500000,137.282500000,119.432860378,98.810000000,0.260000000,1.700000000,0.000000000,349.340000000,3.330000000,9.000000000,63.980000000,18.160000000,6.560000000,27.970000000,1.020000000,73.990000000,13.570000000,38.430000000,3.120000000,145.830000000,797.210000000,17.090000000,90.490000000,12.610000000,63.870000000,42.250000000,139.890000000,39.820000000,263.070000000,137.300000000,4.030000000,0.700000000,6.620000000,0.000000000,0.080000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,361.680000000,2007.600000000,2369.360000000,2470.140000000,342.810000000,1.830000000,1.090000000,0.000000000,0.000000000,0.000000000,11.760000000,1248.970000000,1.630000000,1097.280000000,41.100000000,13.400000000,1272.990000000,137.140000000,91.200000000,1.680000000,34.270000000,569.140000000,1.130000000,77.880000000,54.070000000,16.890000000,159.980000000,51.600000000,87.070000000,458.160000000,370.510000000,1.690000000,196.880000000,56.820000000,0.000000000,0.050000000,0.000000000,0.000000000,0.000000000,55.410000000,0.000000000,0.000000000,11.760000000,6041.480000000,6053.290000000,6454.440000000,64.600000000,103.500000000,16.300000000,104.800000000,88.300000000,110.900000000,91.000000000,134401.000000000,65392.000000000,266230.000000000,47265.000000000,46047.000000000,4333.000000000,563668.000000000,174264.000000000,115912.000000000,123784.000000000,19081.000000000,49860.000000000,784.000000000,483685.000000000,123576.000000000,66749.000000000,247453.000000000,66673.000000000,45138.000000000,24362.000000000,573951.000000000,2408.250000000,294.630000000,318.530000000,315.110000000,2328.020000000,8905209.000000000,2637129.000000000,368379795.000000000,23963656.000000000,3928664.000000000,543402.000000000,192476806.000000000,91097860.000000000,93408078.000000000,785340600.000000000,50.000000000,30.380000000,24.560000000,73.250000000,19.430000000,36.970000000,15.630000000,26.060000000,7.000000000,1.020000000,520.000000000,35.500000000,30.080000000,28.200000000,14.500000000,69.680000000,3.260000000,1.530000000,2218.750000000,565.000000000,474.690000000,403.650000000,326.250000000,395.330000000,535.560000000,391.760000000,389.380000000,337.500000000,283.890000000,245.000000000,528.570000000,2.740000000,2.220000000,151.110000000,117.960000000,680.000000000,1361.110000000,1308.750000000,585.560000000,0.440000000,590.910000000,2213.530000000,2.220000000,1.970000000,1.950000000,2.050000000,6.710000000,2.820000000,3.410000000
8/2004,106.500200000,118.580500000,84.819500000,127.318500000,126.510600000,116.859912924,55.300000000,0.360000000,0.720000000,0.000000000,483.080000000,0.000000000,32.390000000,69.080000000,11.120000000,0.300000000,34.360000000,2.330000000,83.690000000,20.340000000,35.530000000,1.180000000,304.720000000,604.660000000,6.370000000,93.030000000,15.620000000,92.620000000,36.960000000,126.850000000,25.570000000,218.260000000,170.290000000,8.640000000,0.940000000,9.920000000,0.000000000,0.400000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,515.470000000,1972.400000000,2488.280000000,2544.660000000,842.250000000,1.350000000,2.730000000,0.000000000,0.000000000,0.000000000,9.140000000,923.370000000,2.290000000,1198.940000000,42.210000000,13.960000000,1171.100000000,81.550000000,63.200000000,1.690000000,11.230000000,565.650000000,0.060000000,69.410000000,46.310000000,17.600000000,154.320000000,38.840000000,72.990000000,528.640000000,427.380000000,0.590000000,182.600000000,47.130000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,13.780000000,0.000000000,0.080000000,9.140000000,5661.080000000,5670.220000000,6530.400000000,62.300000000,103.700000000,15.900000000,105.300000000,86.700000000,110.500000000,89.800000000,133875.000000000,65640.000000000,273360.000000000,47145.000000000,46084.000000000,4138.000000000,570242.000000000,175370.000000000,115542.000000000,133352.000000000,18649.000000000,49643.000000000,786.000000000,493342.000000000,116320.000000000,63487.000000000,252004.000000000,55846.000000000,44244.000000000,25135.000000000,557036.000000000,2420.290000000,297.000000000,322.410000000,319.240000000,2344.080000000,7646027.000000000,2001153.000000000,386068329.000000000,25636467.000000000,3867957.000000000,696245.000000000,190175118.000000000,96549763.000000000,94884997.000000000,807526054.000000000,53.330000000,30.580000000,12.940000000,69.640000000,18.480000000,36.070000000,14.460000000,24.510000000,5.630000000,1.420000000,465.000000000,44.830000000,40.000000000,34.500000000,14.500000000,71.280000000,3.280000000,1.530000000,2100.000000000,527.500000000,458.570000000,403.000000000,337.310000000,387.140000000,534.380000000,380.710000000,398.670000000,340.000000000,286.880000000,252.140000000,533.330000000,2.810000000,2.260000000,148.330000000,118.560000000,685.000000000,1350.000000000,1318.750000000,581.110000000,0.430000000,600.000000000,2178.130000000,2.300000000,1.980000000,1.960000000,1.990000000,6.810000000,2.700000000,3.240000000
9/2004,107.201300000,112.939900000,83.965000000,117.067200000,111.345600000,110.309607277,51.630000000,0.130000000,0.850000000,0.000000000,0.000000000,3.410000000,27.960000000,60.020000000,15.320000000,2.360000000,29.630000000,2.910000000,65.750000000,15.040000000,34.560000000,0.940000000,642.960000000,828.910000000,17.550000000,90.140000000,13.490000000,56.610000000,37.880000000,123.140000000,26.650000000,240.420000000,148.900000000,4.070000000,0.920000000,9.930000000,0.000000000,0.190000000,0.040000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,31.370000000,2468.090000000,2499.650000000,2552.300000000,806.980000000,1.460000000,2.230000000,0.000000000,0.000000000,0.000000000,9.810000000,1379.540000000,13.030000000,768.960000000,30.930000000,13.480000000,981.490000000,92.870000000,43.840000000,1.180000000,10.900000000,644.640000000,1.500000000,69.030000000,39.780000000,14.200000000,144.420000000,44.520000000,108.480000000,624.700000000,433.510000000,1.630000000,168.680000000,39.970000000,0.000000000,0.110000000,0.000000000,0.000000000,0.000000000,130.810000000,0.000000000,0.000000000,9.810000000,5671.260000000,5681.170000000,6622.660000000,58.500000000,104.600000000,15.100000000,107.300000000,84.700000000,112.900000000,88.300000000,134228.000000000,65500.000000000,260291.000000000,50901.000000000,46456.000000000,3946.000000000,561322.000000000,177173.000000000,119185.000000000,132729.000000000,18822.000000000,49824.000000000,736.000000000,498469.000000000,120015.000000000,63411.000000000,228347.000000000,64852.000000000,44009.000000000,24618.000000000,545252.000000000,2424.400000000,298.720000000,324.650000000,320.790000000,2351.820000000,7495249.000000000,2208545.000000000,375127852.000000000,24325159.000000000,4165007.000000000,613923.000000000,180266775.000000000,91328830.000000000,92048304.000000000,777579644.000000000,56.250000000,30.050000000,15.330000000,67.530000000,18.410000000,35.140000000,14.900000000,23.680000000,6.200000000,1.580000000,481.820000000,45.600000000,42.860000000,34.600000000,14.500000000,69.280000000,3.290000000,1.480000000,2225.000000000,563.330000000,463.570000000,407.080000000,321.430000000,381.330000000,519.380000000,370.630000000,382.140000000,340.000000000,290.000000000,244.550000000,550.000000000,2.920000000,2.310000000,135.000000000,118.560000000,692.080000000,1390.000000000,1292.730000000,593.640000000,0.450000000,587.500000000,2310.530000000,2.630000000,2.320000000,1.800000000,1.990000000,6.820000000,2.790000000,3.390000000
10/2004,107.332000000,113.624400000,85.265600000,119.021000000,110.765900000,111.106158555,63.260000000,0.510000000,0.200000000,0.000000000,492.690000000,0.000000000,14.190000000,80.870000000,11.580000000,0.060000000,28.390000000,1.540000000,68.700000000,16.340000000,54.370000000,1.850000000,401.790000000,651.370000000,3.690000000,87.960000000,13.590000000,74.010000000,38.610000000,157.470000000,33.330000000,276.220000000,148.660000000,4.450000000,0.540000000,10.130000000,0.000000000,0.250000000,0.090000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,506.890000000,2165.540000000,2672.680000000,2736.750000000,142.940000000,1.130000000,2.120000000,0.000000000,0.000000000,0.000000000,10.910000000,979.240000000,2.370000000,804.630000000,29.440000000,18.810000000,947.440000000,94.910000000,84.220000000,1.780000000,2.170000000,574.730000000,2.060000000,66.150000000,43.340000000,24.430000000,155.150000000,53.430000000,72.390000000,516.070000000,447.230000000,1.610000000,163.380000000,47.830000000,0.000000000,0.050000000,0.000000000,0.000000000,0.000000000,34.230000000,0.000000000,0.070000000,10.910000000,5132.800000000,5143.760000000,5324.250000000,64.800000000,103.800000000,14.800000000,107.000000000,83.700000000,111.500000000,88.600000000,133342.000000000,65604.000000000,239400.000000000,52502.000000000,45604.000000000,4116.000000000,540568.000000000,166671.000000000,114380.000000000,125199.000000000,19734.000000000,47949.000000000,706.000000000,474639.000000000,118704.000000000,64326.000000000,237263.000000000,61869.000000000,43379.000000000,24598.000000000,550139.000000000,2428.520000000,302.280000000,325.930000000,322.490000000,2362.170000000,7206147.000000000,2852253.000000000,435861155.000000000,24675692.000000000,3993136.000000000,544748.000000000,180680583.000000000,72373951.000000000,130289582.000000000,858477248.000000000,56.250000000,27.960000000,13.330000000,71.210000000,17.770000000,31.600000000,14.330000000,19.880000000,7.000000000,1.480000000,483.330000000,52.200000000,36.500000000,30.680000000,15.000000000,68.900000000,3.290000000,1.390000000,2227.270000000,555.000000000,484.000000000,400.470000000,322.140000000,380.670000000,530.000000000,379.330000000,396.000000000,340.590000000,295.630000000,238.670000000,525.000000000,2.940000000,2.270000000,157.140000000,96.060000000,719.230000000,1364.290000000,1301.820000000,606.000000000,0.460000000,591.670000000,2247.220000000,2.500000000,2.120000000,1.850000000,1.770000000,6.960000000,2.800000000,3.360000000
11/2004,108.178800000,113.199000000,83.967500000,115.052300000,122.618600000,112.404142699,62.270000000,0.730000000,0.360000000,0.000000000,100.460000000,0.000000000,9.170000000,72.960000000,22.350000000,0.180000000,24.660000000,2.030000000,63.230000000,16.870000000,33.770000000,1.440000000,507.900000000,674.280000000,7.180000000,88.670000000,12.190000000,56.150000000,38.940000000,130.220000000,29.650000000,197.490000000,139.920000000,3.030000000,0.570000000,7.640000000,0.000000000,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,109.640000000,2131.320000000,2241.330000000,2304.700000000,36.720000000,1.110000000,3.000000000,0.000000000,0.000000000,0.040000000,7.020000000,937.390000000,3.730000000,534.400000000,34.070000000,12.550000000,848.510000000,70.410000000,92.590000000,1.570000000,13.450000000,544.460000000,5.690000000,76.540000000,36.510000000,22.020000000,141.330000000,32.280000000,63.630000000,437.230000000,394.040000000,0.930000000,143.670000000,35.750000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,28.330000000,0.000000000,0.000000000,7.050000000,4482.750000000,4489.800000000,4558.960000000,63.100000000,102.400000000,14.500000000,105.800000000,85.000000000,110.700000000,89.900000000,134933.000000000,68286.000000000,244646.000000000,56752.000000000,45734.000000000,4387.000000000,554738.000000000,168305.000000000,121429.000000000,126016.000000000,21362.000000000,49053.000000000,707.000000000,486872.000000000,120364.000000000,67302.000000000,245417.000000000,69273.000000000,43511.000000000,24393.000000000,570260.000000000,2439.210000000,304.430000000,328.590000000,325.150000000,2378.470000000,6512927.000000000,2429327.000000000,464658645.000000000,25591663.000000000,4458076.000000000,593105.000000000,167391512.000000000,86023381.000000000,91396029.000000000,849054665.000000000,58.750000000,26.180000000,13.330000000,71.430000000,17.370000000,30.300000000,14.200000000,20.050000000,6.250000000,1.170000000,541.000000000,47.750000000,35.000000000,27.240000000,15.000000000,71.350000000,3.260000000,1.380000000,2263.640000000,584.380000000,484.580000000,404.470000000,324.250000000,375.000000000,523.160000000,375.290000000,397.500000000,332.500000000,286.330000000,232.860000000,571.430000000,3.130000000,2.320000000,166.250000000,117.140000000,745.000000000,1404.170000000,1392.730000000,622.780000000,0.440000000,575.000000000,2218.750000000,2.480000000,2.170000000,1.740000000,1.640000000,6.810000000,2.850000000,3.550000000
12/2004,105.832900000,103.124600000,81.342400000,106.679900000,110.684600000,104.969795050,57.750000000,0.260000000,0.480000000,0.000000000,548.680000000,5.120000000,18.580000000,51.950000000,11.190000000,10.560000000,29.050000000,0.150000000,52.240000000,12.830000000,29.910000000,1.620000000,515.610000000,437.400000000,2.130000000,82.170000000,16.550000000,81.050000000,41.350000000,171.580000000,27.050000000,254.530000000,128.120000000,3.990000000,0.590000000,7.690000000,0.000000000,0.460000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,572.380000000,1969.300000000,2542.140000000,2600.630000000,72.280000000,0.900000000,1.590000000,0.000000000,0.000000000,0.170000000,6.240000000,942.920000000,3.350000000,634.500000000,35.010000000,17.210000000,1046.160000000,69.390000000,87.450000000,1.080000000,23.340000000,609.030000000,0.450000000,78.820000000,43.490000000,21.220000000,157.080000000,44.830000000,74.340000000,685.710000000,357.960000000,2.410000000,155.160000000,48.620000000,0.000000000,0.540000000,0.000000000,0.000000000,0.000000000,41.360000000,0.000000000,0.000000000,6.410000000,5139.510000000,5146.460000000,5262.600000000,89.900000000,102.100000000,14.400000000,105.700000000,86.300000000,111.000000000,90.100000000,143583.000000000,76758.000000000,248507.000000000,100748.000000000,47821.000000000,5320.000000000,622737.000000000,174929.000000000,136580.000000000,127574.000000000,40111.000000000,51723.000000000,887.000000000,531804.000000000,127304.000000000,74687.000000000,255967.000000000,77434.000000000,45924.000000000,27413.000000000,608729.000000000,2460.190000000,305.970000000,331.010000000,326.830000000,2398.920000000,5721063.000000000,3574166.000000000,484479953.000000000,43255948.000000000,5680157.000000000,573772.000000000,229460545.000000000,148938364.000000000,116293696.000000000,1037977663.000000000,62.500000000,23.860000000,14.380000000,72.930000000,17.330000000,29.660000000,17.730000000,19.020000000,6.870000000,1.310000000,516.670000000,38.360000000,24.250000000,21.600000000,15.000000000,68.480000000,3.240000000,1.500000000,2145.450000000,542.000000000,462.810000000,403.750000000,322.360000000,387.870000000,520.000000000,385.760000000,390.710000000,326.560000000,274.780000000,231.220000000,577.780000000,3.380000000,2.400000000,182.860000000,120.000000000,731.550000000,1400.000000000,1361.110000000,612.500000000,0.450000000,633.330000000,2325.000000000,2.670000000,2.230000000,1.600000000,1.680000000,7.100000000,2.860000000,3.500000000
1/2005,105.453700000,99.462700000,81.016500000,90.615400000,102.408700000,99.057787312,40.980000000,0.220000000,0.140000000,0.000000000,28.980000000,7.720000000,19.930000000,51.170000000,9.720000000,0.650000000,30.700000000,1.490000000,52.170000000,11.390000000,41.350000000,0.790000000,306.370000000,421.400000000,2.320000000,76.840000000,13.740000000,63.160000000,26.600000000,128.330000000,30.410000000,221.080000000,111.150000000,3.130000000,0.590000000,7.360000000,0.000000000,0.280000000,0.010000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,56.630000000,1611.930000000,1668.840000000,1710.180000000,38.190000000,1.360000000,0.710000000,0.000000000,0.000000000,0.170000000,7.610000000,964.540000000,1.840000000,443.500000000,30.130000000,9.780000000,861.620000000,51.910000000,130.140000000,1.400000000,1.890000000,643.990000000,0.670000000,78.750000000,30.280000000,38.500000000,72.200000000,49.290000000,88.070000000,353.340000000,282.580000000,0.250000000,102.210000000,38.210000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,68.400000000,0.000000000,0.000000000,7.780000000,4275.110000000,4282.890000000,4391.550000000,58.800000000,103.600000000,14.300000000,107.300000000,85.300000000,112.300000000,89.000000000,159271.000000000,81372.000000000,204002.000000000,154703.000000000,47690.000000000,5072.000000000,652110.000000000,198764.000000000,149245.000000000,113798.000000000,82945.000000000,53175.000000000,899.000000000,598826.000000000,121747.000000000,69420.000000000,190530.000000000,80197.000000000,43458.000000000,27759.000000000,533111.000000000,2474.210000000,308.280000000,332.300000000,327.920000000,2412.830000000,6091910.000000000,2235812.000000000,317705375.000000000,13417230.000000000,4601622.000000000,320293.000000000,208819296.000000000,111768109.000000000,135330942.000000000,800290589.000000000,65.000000000,24.020000000,16.500000000,77.560000000,17.160000000,29.910000000,12.930000000,18.110000000,6.650000000,0.430000000,764.000000000,39.200000000,34.400000000,23.000000000,15.000000000,75.140000000,3.760000000,1.480000000,2230.000000000,624.380000000,497.080000000,424.920000000,325.250000000,387.500000000,548.130000000,407.310000000,405.380000000,320.000000000,257.070000000,248.110000000,612.500000000,2.800000000,2.200000000,164.170000000,123.360000000,791.670000000,1500.000000000,1457.140000000,680.000000000,0.440000000,631.250000000,2250.000000000,2.610000000,2.260000000,1.580000000,1.940000000,7.370000000,3.080000000,3.610000000
