"","agricola","total"
"2015-01-01",-0.00713353960040779,-0.0162412112082872
"2015-02-01",0.0856947455616703,-0.0152858226105029
"2015-03-01",0.145390892569436,-0.0119527378608568
"2015-04-01",0.127285779615659,-0.0086013316589291
"2015-05-01",0.06207772848261,-0.00738377488466289
"2015-06-01",-0.000693078150064252,-0.0104004374630922
"2015-07-01",-0.0240734652639596,-0.018524029015607
"2015-08-01",-0.021458288485642,-0.027716617949022
"2015-09-01",-0.0188294111029199,-0.0327126123665078
"2015-10-01",-0.0347314081023017,-0.0298231054641782
"2015-11-01",-0.0579597012650954,-0.0216659308099189
"2015-12-01",-0.0698724240713089,-0.0124356070645586
"2016-01-01",-0.0568474132129615,-0.00543613452745929
"2016-02-01",-0.0253413182301172,-0.000409440052115913
"2016-03-01",0.0131695081251486,0.00379306786944334
"2016-04-01",0.0482103999658999,0.00776253956488239
"2016-05-01",0.0733134388657583,0.00986036064063368
"2016-06-01",0.083012393263485,0.00789047552282174
"2016-07-01",0.0737048666039118,0.000848413794918748
"2016-08-01",0.0492438023561546,-0.00750395433021257
"2016-09-01",0.0153459789954002,-0.0122131734823618
"2016-10-01",-0.0202287516062233,-0.00989263639304261
"2016-11-01",-0.0415482439888226,-0.00342312820066402
"2016-12-01",-0.0306372792955631,0.00274771785464089
"2017-01-01",0.0211857188593341,0.00569901611458253
"2017-02-01",0.0854277569774259,0.00861687124824501
"2017-03-01",0.124302199089214,0.0162141355065559
"2017-04-01",0.11060402431917,0.0302428814444129
"2017-05-01",0.0594546721676541,0.0406120628325941
"2017-06-01",-0.00344280277100403,0.0342698537458475
"2017-07-01",-0.0560045126308731,0.00415123280648378
"2017-08-01",-0.0906232364596188,-0.0328616031729362
"2017-09-01",-0.103310920033306,-0.053899652832289
"2017-10-01",-0.0924728129626452,-0.0432506023067489
"2017-11-01",-0.0660873801969284,-0.0138288877126797
"2017-12-01",-0.0345263905200932,0.0142943673382572
